province,province_id,year,suicide,population,E,debt,income,poverty,expenditure,homicide crime,property crime,shocking crime
Khon Kaen,17,2019,136,1801144,121.1878226,28444.65286,28247.65286,4.75321999,22679.62693,312.4225826,771.24405,60.13886884
Krabi,18,2019,42,473187,31.83782208,27434.63985,27237.63985,5.936562747,50972.26185,196.157062,586.2477538,47.10184626
Lampang,19,2019,84,737925,49.65040219,22828.81308,22631.81308,10.52672049,16552.53093,161.3418118,322.0503786,16.97122971
Lamphun,20,2019,48,402764,27.09949465,30849.46467,30652.46467,4.034381021,26121.08434,66.85408925,140.9339778,14.34165062
Loei,21,2019,59,638879,42.98621039,23714.88407,23517.88407,3.588065412,17603.39807,85.93732646,248.404603,18.26443774
Lop Buri,22,2019,64,755762,50.85054343,31919.76959,31722.76959,10.52001761,18603.59826,179.0616007,403.4005479,17.17039682
Mae Hong Son,23,2019,32,240220,16.16291576,24922.57111,24725.57111,31.8211354,19123.63171,92.75570347,90.33049546,5.594620097
Maha Sarakham,24,2019,54,962210,64.74115051,13688.49336,13491.49336,9.655762119,12713.89353,200.4566809,371.1865789,20.4410196
Mukdahan,25,2019,31,350094,23.55565661,26232.507,26035.507,13.72286591,19313.6267,87.61732614,146.8929606,12.45818519
Nakhon Nayok,26,2019,16,259134,17.43552166,33699.75509,33502.75509,7.630934065,23611.53918,98.78087242,158.2181551,4.966276156
Nakhon Pathom,27,2019,49,908676,61.13917926,71110.99225,70913.99225,1.445534105,43670.0581,421.8295233,689.6387099,78.59360384
Nakhon Phanom,28,2019,58,717326,48.26442308,17757.77676,17560.77676,18.29273169,15971.76641,134.3740309,277.6323076,12.2441664
Nakhon Ratchasima,29,2019,203,2643204,177.8448239,35987.95237,35790.95237,13.3763244,24491.67802,397.541106,522.6518657,47.83448037
Nakhon Sawan,30,2019,94,1059927,71.31592213,23350.27965,23153.27965,6.857715719,21324.84938,309.7952847,409.9805679,23.90476024
Nakhon Si Thammarat,31,2019,125,1558159,104.8388671,21287.03844,21090.03844,12.47755099,18662.97519,420.0213741,562.3948123,103.3364407
Nan,32,2019,60,476842,32.08374439,20056.06741,19859.06741,16.45082609,14051.38933,67.19525223,76.24956282,16.30023144
Narathiwat,33,2019,6,803955,54.09315187,23185.84697,22988.84697,30.48568857,12576.59985,219.2778836,648.5115532,97.52297434
Nong Bua Lam Phu,34,2019,28,511929,34.44453128,28557.3101,28360.3101,13.03390652,22313.47769,101.6228924,176.6718548,14.97270892
Nong Khai,35,2019,28,517462,34.81681257,26372.21187,26175.21187,3.458551586,24625.34933,60.37897617,75.50336798,8.470870823
Nonthaburi,36,2019,35,1246008,83.83615995,37167.37507,36970.37507,0.795376276,33654.38446,346.8859677,797.4546838,38.10757202
Pathum Thani,37,2019,62,1145680,77.08571031,78457.92274,78260.92274,0.584405902,43671.58904,371.655244,796.4776041,75.52424842
Pattani,38,2019,8,719935,48.43996653,20339.21791,20142.21791,34.38321128,17124.23492,230.5936941,583.4282507,117.8540421
Phangnga,39,2019,23,264433,17.79205855,34056.20901,33859.20901,4.304526893,23264.36466,149.1199627,268.5405092,18.63687289
Phatthalung,40,2019,41,524614,35.29802635,19456.52522,19259.52522,21.19667723,16702.50785,261.6585781,626.3528229,78.40503393
Phayao,41,2019,62,471403,31.71778777,21618.54941,21421.54941,10.80263915,14207.99353,102.2999513,121.6187426,15.4148062
Phetchabun,42,2019,94,991549,66.71519008,29680.22173,29483.22173,4.591512885,22574.9723,185.4107185,220.8934036,23.69622437
Phetchaburi,43,2019,25,480603,32.33679878,34686.08096,34489.08096,4.96986118,25631.44894,343.1273089,391.6927701,20.47231983
Phichit,44,2019,35,537221,36.14627329,27648.63309,27451.63309,2.016929011,21352.64386,89.35754491,134.435896,5.816324817
Phitsanulok,45,2019,41,864488,58.16604247,24399.71487,24202.71487,5.328695647,22182.58286,210.608538,272.147506,19.44611228
Phra Nakhon Si Ayutthaya,46,2019,58,816709,54.95128952,36707.0955,36510.0955,3.803823413,24089.51757,374.1890956,1321.928504,48.2865304
Phrae,47,2019,55,442813,29.79414377,26191.37121,25994.37121,10.88248517,19211.50864,69.80063156,82.28983533,6.96120905
Phuket,48,2019,19,402111,27.05555832,39320.42541,39123.42541,1.171297096,35147.28134,245.5490749,648.2457532,62.95285639
Prachin Buri,49,2019,31,492268,33.12166438,22022.09427,21825.09427,4.692599985,18981.25756,229.6597072,404.4026925,20.23288312
Prachuap Khiri Khan,50,2019,23,539422,36.29436494,34307.33849,34110.33849,5.549624942,30554.81909,200.2106129,382.1000052,25.55194699
Ranong,51,2019,8,177806,11.96346432,21553.38475,21356.38475,18.95859417,14531.08306,72.86593138,97.55534984,11.90979701
Ratchaburi,52,2019,54,847599,57.02968627,22901.16711,22704.16711,8.717961098,18140.79526,441.9695151,809.3758693,35.976107
Rayong,53,2019,53,721929,48.57413044,43434.49325,43237.49325,1.910754608,32005.48054,601.8027789,839.390019,41.23571466
Roi Et,54,2019,76,1305100,87.81209458,20155.39159,19958.39159,5.511920753,20312.84072,219.3695876,419.7039317,25.08686049
Sa Kaeo,55,2019,41,561527,37.78167346,41751.57517,41554.57517,19.22264405,27120.75963,322.0702232,344.1289544,16.46043214
Sakon Nakhon,56,2019,94,1151847,77.50064954,24320.91357,24123.91357,9.855732578,17542.87725,127.1541367,192.5468299,11.5170629
Samut Prakan,57,2019,63,1316944,88.60900398,29081.36081,28884.36081,0.584406612,24219.66785,369.9381124,910.8297513,46.59011043
Samut Sakhon,58,2019,23,546656,36.78109599,41165.79492,40968.79492,2.616884481,30191.57399,192.6002805,344.2186059,37.66811942
Samut Songkhram,59,2019,12,191745,12.90133329,22310.02153,22113.02153,4.744968978,23707.8051,72.47449414,135.4116443,11.74648172
Saraburi,60,2019,39,639063,42.99859061,33634.46898,33437.46898,3.568454423,27715.18891,234.8991718,591.1304826,32.1261566
Satun,61,2019,13,322068,21.66996068,26878.89286,26681.89286,11.97767383,20723.64406,69.74095419,282.75771,19.04712314
Si Sa Ket,62,2019,113,1471783,99.02716114,25491.03578,25294.03578,8.49754413,26069.15228,463.3373631,743.9876898,32.54941354
Sing Buri,63,2019,8,208617,14.03654566,27035.1838,26838.1838,11.89634203,22562.84208,91.86605575,210.6688363,5.167985497
Songkhla,64,2019,85,1424136,95.82128966,28725.69828,28528.69828,6.013551238,25961.57811,521.265321,894.2402408,155.4887403
Sukhothai,65,2019,51,595494,40.06710248,28834.18615,28637.18615,11.8548649,20965.97066,157.0161937,152.1684483,19.34479257
Suphan Buri,66,2019,61,845012,56.85562307,16306.92901,16109.92901,11.15198351,18182.89461,243.0225913,577.840801,35.36435144
Surat Thani,67,2019,64,1058438,71.21573655,39323.65352,39126.65352,3.475630182,29576.93934,453.1657613,803.1766656,103.2044421
Surin,68,2019,72,1395999,93.92812522,23443.22814,23246.22814,10.66230932,24304.78,306.2921032,396.7474445,21.24774462
Tak,69,2019,62,542141,36.47730961,31512.40717,31315.40717,23.68250601,21549.56754,153.0200605,194.9270436,29.98009405
Trang,70,2019,63,641725,43.1777001,16414.96848,16217.96848,11.96248917,15606.05598,301.3069007,285.8901852,63.1174326
Trat,71,2019,13,220344,14.82558284,21377.90886,21180.90886,10.45813776,21523.55803,151.0315208,132.745998,9.09817316
Ubon Ratchathani,72,2019,139,1868764,125.7375535,19946.19288,19749.19288,11.91220724,12706.7763,321.0198761,642.7568378,39.96740118
Udon Thani,73,2019,107,1579461,106.2721468,25029.16543,24832.16543,7.385337708,27638.95194,198.8124717,398.2039151,37.92034897
Uthai Thani,74,2019,16,328530,22.10474863,22364.05302,22167.05302,5.514136136,20994.28563,86.70157634,82.47043548,8.438876074
Uttaradit,75,2019,38,453187,30.49214597,22193.22513,21996.22513,9.61606719,19620.0191,95.72285881,148.7626533,14.62045449
Yala,76,2019,13,532812,35.84961899,12547.05849,12350.05849,19.18537637,11432.90178,257.6869549,946.9200352,122.5279456
Yasothon,77,2019,37,537690,36.17782939,21704.89966,21507.89966,11.61948236,18402.75927,100.5010809,176.7585723,12.90656763
Amnat Charoen,1,2020,22,376529,25.33430401,29945.83634,29748.83634,14.72081358,21859.13113,49.62066244,54.54745432,4.053113421
Ang Thong,2,2020,17,277709,18.68531835,28756.83892,28559.83892,20.25552826,19487.1902,200.2440975,413.3788325,14.41062351
Bangkok Metropolis,3,2020,238,5522253,371.5581969,42543.70158,42346.70158,0.952618598,38339.97019,3783.766572,8406.110833,537.042939
Bueng Kan,4,2020,40,422321,28.41536403,35691.40088,35494.40088,5.969048634,37745.62247,57.29509579,135.5178368,12.45592809
Buri Ram,5,2020,123,1586510,106.7464303,19481.2317,19284.2317,17.08886531,18957.71784,346.0995386,504.5161803,39.4608716
Chachoengsao,6,2020,48,716498,48.20871209,37664.68789,37467.68789,2.864183193,28707.6501,428.4858209,445.2325398,12.17965752
Chai Nat,7,2020,37,324195,21.81307333,28708.92218,28511.92218,24.97995087,17775.24467,90.45815236,130.6834536,6.594178507
Chaiyaphum,8,2020,97,1130032,76.03285332,39813.18054,39616.18054,3.577736342,23517.7295,166.6921546,188.6783047,43.69361441
Chanthaburi,9,2020,68,533124,35.87061153,58631.98125,58434.98125,5.157277084,28343.02549,474.0866023,404.9305395,11.61993195
Chiang Mai,10,2020,239,1629434,109.6345204,11118.65332,10921.65332,5.633951802,8732.5341,437.8557995,1146.14203,67.32537874
Chiang Rai,11,2020,127,1171778,78.84168306,11752.18477,11555.18477,10.73851791,10714.40774,218.8228626,343.1143676,35.14398409
Chon Buri,12,2020,130,1541622,103.7261948,34944.54282,34747.54282,0.628138477,29959.33525,624.3944827,1052.90272,82.56356844
Chumphon,13,2020,51,506071,34.05038274,30825.66264,30628.66264,4.29465729,29410.88383,221.5176867,255.2832201,29.95228247
Kalasin,14,2020,70,979425,65.89944122,12831.93302,12634.93302,26.00670345,12632.08615,166.3904785,462.7756992,24.98466981
Kamphaeng Phet,15,2020,39,718427,48.33850255,23221.50229,23024.50229,3.242011234,25279.34281,141.8978693,189.1515051,21.5865335
Kanchanaburi,16,2020,62,817994,55.03774921,25470.79361,25273.79361,9.524815278,19243.16704,300.7923624,681.1590649,36.14890827
Khon Kaen,17,2020,193,1795275,120.792934,30546.99369,30349.99369,4.174691973,24484.74704,298.372584,767.0251989,59.2282356
Krabi,18,2020,41,475140,31.96922735,26921.5952,26724.5952,5.67413431,57829.55867,187.5272473,605.2760925,44.99724233
Lampang,19,2020,70,730962,49.18190505,23422.08138,23225.08138,9.955925543,16777.89774,159.7084045,321.6523704,15.44459321
Lamphun,20,2020,37,400710,26.96129371,32688.73759,32491.73759,3.564887619,27532.99614,61.97780923,123.7113706,14.13038246
Loei,21,2020,48,636829,42.84827859,24699.35415,24502.35415,2.976471584,18024.99402,78.59191768,246.2224889,17.15596342
Lop Buri,22,2020,60,747842,50.31765569,34162.42188,33965.42188,9.968185642,19036.94285,169.0427611,384.5071992,14.85469706
Mae Hong Son,23,2020,41,240819,16.20321876,28621.29933,28424.29933,29.1077337,21798.79659,98.94420108,92.56392977,5.2121223
Maha Sarakham,24,2020,63,957462,64.421687,12661.20105,12464.20105,8.812974107,12349.17146,199.1017097,375.1054524,20.61001607
Mukdahan,25,2020,21,349210,23.49617773,27538.69673,27341.69673,12.67587437,20161.0551,86.58668116,152.1833263,12.03997635
Nakhon Nayok,26,2020,15,259034,17.42879328,36365.08898,36168.08898,7.101516131,25023.42485,98.5281833,147.8093436,4.054505912
Nakhon Pathom,27,2020,48,910205,61.2420562,81782.88326,81585.88326,1.181075024,49098.35557,422.9560256,655.9076974,79.21902061
Nakhon Phanom,28,2020,45,716529,48.21079789,18284.61571,18087.61571,16.79654034,16717.26316,137.0811621,300.8234553,11.25831905
Nakhon Ratchasima,29,2020,202,2636473,177.3919366,38845.64139,38648.64139,12.96313821,26221.84515,362.9436202,486.9036229,45.16824152
Nakhon Sawan,30,2020,82,1048112,70.52096397,23451.32767,23254.32767,6.162727781,22606.77631,291.5280174,368.6499954,20.50473846
Nakhon Si Thammarat,31,2020,141,1553351,104.5153666,20380.40914,20183.40914,12.53572426,18367.79839,383.4259934,516.8234048,95.30114808
Nan,32,2020,49,475697,32.00670443,20531.22013,20334.22013,15.51071492,14057.6956,62.72881406,69.61113298,16.69898088
Narathiwat,33,2020,8,804964,54.16104123,24189.41314,23992.41314,29.7730318,12475.09095,199.5780665,636.4256585,87.29331826
Nong Bua Lam Phu,34,2020,41,510569,34.3530253,30725.09435,30528.09435,12.11330339,23608.3451,99.33401855,182.1801829,15.20065475
Nong Khai,35,2020,27,515081,34.65660983,27888.59282,27691.59282,2.971284975,26272.54951,55.37348101,66.96722117,7.809181563
Nonthaburi,36,2020,48,1261099,84.85153986,37648.04055,37451.04055,0.653170872,34425.45627,354.1970221,742.6335494,33.82219895
Pathum Thani,37,2020,86,1160624,78.0911995,91491.71613,91294.71613,0.450949161,47123.43193,352.96186,714.3599932,73.845347
Pattani,38,2020,9,723933,48.70896718,20732.36031,20535.36031,33.67036668,17509.79028,214.3833192,591.290635,107.1958551
Phangnga,39,2020,22,264411,17.7905783,35482.71884,35285.71884,4.055602321,23908.44366,151.0593741,292.2311974,17.99524236
Phatthalung,40,2020,37,523634,35.23208822,18732.9125,18535.9125,22.37606404,16532.54852,263.6085554,687.5769255,76.7818021
Phayao,41,2020,35,467411,31.44919082,22728.2505,22531.2505,10.08541254,14587.08127,100.8317423,119.9236804,15.35649095
Phetchabun,42,2020,75,985259,66.29197494,31965.41633,31768.41633,3.881920305,24423.00684,176.03296,214.4521762,21.5201938
Phetchaburi,43,2020,33,479561,32.26668906,37204.08998,37007.08998,4.635908485,26803.01187,355.1596301,402.172047,18.82064463
Phichit,44,2020,24,533688,35.9085596,29001.58002,28804.58002,1.733497329,22392.66646,83.01910387,122.9832702,4.915823946
Phitsanulok,45,2020,66,855756,57.57852028,24903.69798,24706.69798,4.77641892,23007.82174,194.3725903,235.9614404,16.98088595
Phra Nakhon Si Ayutthaya,46,2020,37,817527,55.00632768,38932.09832,38735.09832,3.58908053,24615.01326,377.1364985,1367.442267,46.63156706
Phrae,47,2020,42,438923,29.53240977,27412.58809,27215.58809,10.23446657,20004.60664,65.12519952,74.40444023,6.19256812
Phuket,48,2020,39,404108,27.18992408,41155.18258,40958.18258,0.968805791,37008.61537,246.0684015,654.1480323,67.43575822
Prachin Buri,49,2020,31,493241,33.18713152,21753.43238,21556.43238,4.121941553,18733.39507,231.9946911,385.4808708,18.42078721
Prachuap Khiri Khan,50,2020,30,540152,36.34348212,36617.38814,36420.38814,5.053713035,32378.08016,193.4635638,375.3712298,23.33275009
Ranong,51,2020,1,178715,12.0246253,20767.94561,20570.94561,19.5444382,13709.07729,70.14687665,93.60781293,11.33328928
Ratchaburi,52,2020,73,845147,56.86470638,23135.92255,22938.92255,7.696070878,18508.01363,449.2003434,850.2810794,32.66326816
Rayong,53,2020,77,730762,49.16844829,46868.34362,46671.34362,1.700116334,34135.09581,656.1402006,810.457668,40.2736664
Roi Et,54,2020,87,1300771,87.52082299,20112.02204,19915.02204,4.935526427,21009.6513,206.08841,427.4144429,24.5511354
Sa Kaeo,55,2020,64,559690,37.65807311,46097.70294,45900.70294,19.39799016,28845.11712,343.1798036,342.7954606,15.34068568
Sakon Nakhon,56,2020,72,1149133,77.31804129,25750.07168,25553.07168,8.471669412,18467.51906,118.2842657,181.5513366,10.14234151
Samut Prakan,57,2020,104,1329298,89.44022811,29542.24816,29345.24816,0.450949118,24349.25927,357.3545018,850.0171812,41.22922717
Samut Sakhon,58,2020,32,550556,37.04350283,44869.38053,44672.38053,2.332879377,32344.39148,189.1395379,327.4331444,36.45654749
Samut Songkhram,59,2020,11,190884,12.84340193,23417.36759,23220.36759,4.634379406,24952.74171,72.1215789,134.7853086,11.1508291
Saraburi,60,2020,56,638440,42.9566728,34288.03563,34091.03563,3.165243431,28837.42215,227.0326513,557.6867228,31.13904588
Satun,61,2020,13,323329,21.75480555,27507.69309,27310.69309,12.77606082,20806.72661,62.94296416,292.8648824,17.14772185
Si Sa Ket,62,2020,112,1464512,98.53794059,27441.69432,27244.69432,7.149441486,28924.95056,483.7235612,823.7838088,32.11376827
Sing Buri,63,2020,7,206876,13.91940455,27047.56408,26850.56408,12.53828708,22778.49011,87.36421921,208.007797,4.632911644
Songkhla,64,2020,92,1422162,95.68847143,28977.88637,28780.88637,6.195519948,26731.50034,502.7325049,810.9592012,149.3974455
Sukhothai,65,2020,51,590789,39.75053218,30253.29822,30056.29822,11.56995285,22175.89007,155.5814635,145.5600502,18.4814972
Suphan Buri,66,2020,43,839953,56.5152343,16271.29286,16074.29286,10.17821108,19151.3151,233.8534995,567.6408157,33.32448269
Surat Thani,67,2020,79,1060272,71.33913505,39888.16268,39691.16268,3.433785604,30165.70466,421.5066131,771.4096044,94.70854838
Surin,68,2020,79,1386101,93.26215012,24039.76872,23842.76872,9.803083595,25899.19776,301.4870338,413.6690017,20.04781374
Tak,69,2020,81,543387,36.56114523,35067.75596,34870.75596,22.04689826,23461.47858,148.8324592,190.7911811,29.37376193
Trang,70,2020,50,640451,43.09198053,14795.51505,14598.51505,12.06149125,14975.12816,300.3212617,272.0845011,57.84637256
Trat,71,2020,22,219819,14.79025885,20799.61331,20602.61331,9.588542774,22324.99975,150.699791,127.901733,8.190363766
Ubon Ratchathani,72,2020,129,1864600,125.4573838,19671.63739,19474.63739,11.6153294,12397.62001,309.349537,647.8587012,38.74466966
Udon Thani,73,2020,120,1569863,105.6263568,25241.16858,25044.16858,6.96919263,29037.24307,184.8136874,384.5484929,35.98519581
Uthai Thani,74,2020,20,326761,21.98572358,22828.61589,22631.61589,4.622072292,22384.50648,81.79394879,76.87788399,7.552299745
Uttaradit,75,2020,45,449841,30.26701436,22661.61213,22464.61213,8.69239236,20764.51329,89.87626973,141.7106358,14.03580279
Yala,76,2020,13,535953,36.06095742,11611.69725,11414.69725,18.75217096,11163.13718,252.8258096,1027.759876,119.2716605
Yasothon,77,2020,34,535561,36.03458217,22594.47523,22397.47523,10.36375738,19370.88791,99.39680383,184.9256137,12.98889427
Amnat Charoen,1,2021,23,375499,25.26500169,32154.91139,31957.91139,14.28903499,22953.56832,46.24442497,50.82746403,3.62950238
Ang Thong,2,2021,21,275264,18.52080944,29413.19495,29216.19495,21.63553788,19521.27515,209.6337681,437.2461898,13.83328704
Bangkok Metropolis,3,2021,246,5457986,367.2340686,41807.0562,41610.0562,0.816607873,39123.59472,3819.171163,8255.535843,542.0779212
Bueng Kan,4,2021,26,421247,28.34310122,38660.90878,38463.90878,6.17508625,41565.72478,54.04370604,139.6122872,11.91196801
Buri Ram,5,2021,135,1578458,106.2046611,19809.62423,19612.62423,15.81134519,19763.50365,343.5645515,538.8006893,40.87078725
Chachoengsao,6,2021,46,718455,48.34038649,39193.90471,38996.90471,2.716056891,29739.93449,441.7447106,408.9999359,10.15198051
Chai Nat,7,2021,27,321108,21.60536822,29251.80758,29054.80758,26.22911611,17890.49301,85.55555393,125.8627461,5.786215298
Chaiyaphum,8,2021,98,1122452,75.52284207,44149.52781,43952.52781,2.972398128,25008.90101,155.8667424,184.3611889,45.9808097
Chanthaburi,9,2021,68,532365,35.81954313,64846.7864,64649.7864,4.702921066,29798.86669,506.4613324,395.035945,10.18747218
Chiang Mai,10,2021,216,1628663,109.5826445,10554.67653,10357.67653,5.096871875,8210.240913,433.4548178,1077.870052,64.07911686
Chiang Rai,11,2021,151,1168543,78.62401995,11439.58495,11242.58495,9.812745085,10580.92054,209.5297086,334.6843141,32.87395521
Chon Buri,12,2021,113,1553561,104.5294962,36384.1363,36187.1363,0.580431913,30895.39113,614.360964,956.4868657,76.43006244
Chumphon,13,2021,39,505241,33.99453718,31176.2074,30979.2074,4.285298407,30445.03664,212.4837933,246.1567438,27.30038255
Kalasin,14,2021,106,975474,65.63360291,12464.08469,12267.08469,25.19020041,12678.7149,161.7858423,474.6444123,23.95919025
Kamphaeng Phet,15,2021,39,711588,47.8783486,23641.16989,23444.16989,2.811124444,26995.21967,133.7445774,179.9765495,20.4253389
Kanchanaburi,16,2021,59,815685,54.88239091,26822.28978,26625.28978,8.620822422,19715.19854,296.1486738,692.8688301,33.91049869
Khon Kaen,17,2021,133,1789131,120.3795423,32805.79293,32608.79293,3.768997365,26433.53462,284.9535516,762.828025,58.33043391
Krabi,18,2021,37,476366,32.0517173,26418.21097,26221.21097,5.561891505,65609.35317,179.2762645,624.9201958,42.98594072
Lampang,19,2021,77,724121,48.72161654,24030.89655,23833.89655,9.556928907,17006.33027,158.0904752,321.2535622,14.054859
Lamphun,20,2021,27,398627,26.82114154,34638.36656,34441.36656,3.252618446,29021.22071,57.45665744,108.5930192,13.92157913
Loei,21,2021,49,634694,42.70462766,25725.02864,25528.02864,2.551192332,18456.68399,71.87383464,244.0583715,16.1142252
Lop Buri,22,2021,50,739787,49.77568463,36563.61035,36366.61035,9.587086274,19480.37852,159.5837524,366.4978237,12.85101022
Mae Hong Son,23,2021,26,241222,16.23033414,32873.30339,32676.30339,26.75660688,24848.17384,105.5440435,94.85132142,4.855527477
Maha Sarakham,24,2021,65,950242,63.93589792,11712.12906,11515.12906,8.16766865,11994.91049,197.7547687,379.0642489,20.77954743
Mukdahan,25,2021,33,348324,23.43656427,28910.41069,28713.41069,11.84066659,21045.66244,85.5672423,157.6627067,11.63526118
Nakhon Nayok,26,2021,10,258860,17.4170859,39242.45527,39045.45527,6.738945828,26519.73141,98.27513113,138.0846185,3.309996329
Nakhon Pathom,27,2021,51,910832,61.28424315,94060.76316,93863.76316,1.033172082,55201.39205,424.0841692,623.8255671,79.84823068
Nakhon Phanom,28,2021,38,715482,48.14035174,18827.25539,18630.25539,15.55342285,17497.55286,139.8415559,325.949386,10.35143819
Nakhon Ratchasima,29,2021,181,2629023,176.8906722,41931.4892,41734.4892,12.7181973,28074.23108,331.3564899,453.5997191,42.64994068
Nakhon Sawan,30,2021,69,1035700,69.68583738,23552.81271,23355.81271,5.652716096,23965.76057,274.3371144,331.4854526,17.58801646
Nakhon Si Thammarat,31,2021,126,1547100,104.0947755,19512.75212,19315.75212,12.76864382,18077.28809,350.0184522,474.9440103,87.89005886
Nan,32,2021,49,474516,31.92724226,21017.73672,20820.73672,14.76727353,14064.00243,58.5586856,63.55013886,17.10664892
Narathiwat,33,2021,13,805828,54.21917443,25236.78339,25039.78339,29.24258664,12374.39934,181.6475063,624.5637794,78.13622601
Nong Bua Lam Phu,34,2021,37,508643,34.22343669,33058.56885,32861.56885,11.39215659,24978.34994,97.09581857,187.8587347,15.43130767
Nong Khai,35,2021,18,512346,34.47258862,29492.81332,29295.81332,2.644473912,28029.92631,50.78245737,59.39572961,7.19883335
Nonthaburi,36,2021,60,1272643,85.62826411,38134.95045,37937.95045,0.597886992,35214.19083,361.6606281,691.5803056,30.01833048
Pathum Thani,37,2021,90,1173613,78.96514885,106696.1541,106499.1541,0.395265979,50848.10451,335.2078524,640.7082146,72.20283169
Pattani,38,2021,7,726205,48.86183599,21133.17164,20936.17164,33.14000458,17904.02349,199.3118308,599.2573906,97.50099626
Phangnga,39,2021,13,264003,17.76312651,36969.32183,36772.32183,3.948335186,24570.35069,153.0227689,318.0093991,17.37505653
Phatthalung,40,2021,41,522472,35.15390444,18036.48467,17839.48467,23.83298602,16364.31653,265.5717455,754.7823485,75.19122464
Phayao,41,2021,49,463502,31.18617843,23895.43094,23698.43094,9.550801126,14976.28058,99.38366986,118.2512317,15.29768588
Phetchabun,42,2021,99,978211,65.81775868,34427.72306,34230.72306,3.371700384,26422.31933,167.1287318,208.1977987,19.54353747
Phetchaburi,43,2021,40,478412,32.18937997,39905.92664,39708.92664,4.449883324,28028.12036,367.6121722,412.9300182,17.301746
Phichit,44,2021,27,530233,35.67609405,30421.19985,30224.19985,1.574631694,23483.34123,77.12968415,112.5057292,4.154564326
Phitsanulok,45,2021,58,846815,56.97693577,25418.17094,25221.17094,4.392324959,23863.7575,179.3876515,204.5864651,14.82785706
Phra Nakhon Si Ayutthaya,46,2021,54,817688,55.01716037,41292.68924,41095.68924,3.512184211,25151.96901,380.1057167,1414.520925,45.03252511
Phrae,47,2021,50,435338,29.29119733,28691.17131,28494.17131,9.763531092,20830.4419,60.76236516,67.27417477,5.508541318
Phuket,48,2021,20,405235,27.26575293,43075.97648,42878.97648,0.869167666,38968.51709,246.587575,660.1025024,72.23614071
Prachin Buri,49,2021,33,493492,33.20401975,21488.07435,21291.07435,3.723010095,18488.76711,234.3520974,367.4434915,16.77054114
Prachuap Khiri Khan,50,2021,34,539500,36.29961308,39083.87216,38886.87216,4.719525048,34310.13328,186.94298,368.7597954,21.30581499
Ranong,51,2021,10,179329,12.06593756,20011.39059,19814.39059,20.34332506,12933.57011,67.5285581,89.81921921,10.78419629
Ratchaburi,52,2021,57,842393,56.67940678,23373.10107,23176.10107,6.903531889,18882.66251,456.547932,893.2513447,29.65500918
Rayong,53,2021,69,738941,49.71876253,50574.89398,50377.89398,1.606248331,36406.40803,715.3809033,782.5214696,39.33321637
Roi Et,54,2021,99,1296151,87.20997181,20068.74313,19871.74313,4.530332262,21730.36168,193.6105743,435.265033,24.0260807
Sa Kaeo,55,2021,54,557253,37.49410248,50898.37112,50701.37112,19.75676022,30679.10525,365.6708503,341.4658585,14.29661688
Sakon Nakhon,56,2021,86,1145549,77.07689613,27263.88922,27066.88922,7.382114578,19440.89233,110.0325008,171.1829906,8.931408172
Samut Prakan,57,2021,111,1335201,89.83740441,30010.4848,29813.4848,0.395265891,24479.54134,345.1979419,793.2640076,36.48478843
Samut Sakhon,58,2021,57,551867,37.1317119,48907.75886,48710.75886,2.178963714,34650.71026,185.739954,311.4653388,35.28316446
Samut Songkhram,59,2021,12,189672,12.76185396,24580.15939,24383.15939,4.670973148,26263.04753,71.76947094,134.1607633,10.58489932
Saraburi,60,2021,44,637464,42.8910038,34954.3717,34757.3717,2.909846321,30005.0923,219.4286405,526.1342135,30.1815002
Satun,61,2021,13,323945,21.79625238,28151.3069,27954.3069,13.83863307,20890.13963,56.80715873,303.3316357,15.43732594
Si Sa Ket,62,2021,104,1456828,98.02093183,29542.77729,29345.77729,6.107080925,32093.58454,505.0047908,912.1349197,31.68308666
Sing Buri,63,2021,23,204918,13.78766286,27059.94611,26862.94611,13.41776611,22996.19642,83.0822897,205.3792598,4.153027099
Songkhla,64,2021,95,1420085,95.54872296,29232.29935,29035.29935,6.55945501,27524.25193,484.8575787,735.4335272,143.5438934
Sukhothai,65,2021,49,585913,39.42245634,31742.72737,31545.72737,11.4497774,23455.6278,154.1587817,139.2378176,17.65611716
Suphan Buri,66,2021,58,834480,56.14699003,16235.73211,16038.73211,9.414537503,20171.30945,225.0294482,557.6196654,31.4016411
Surat Thani,67,2021,88,1062199,71.46879094,40460.81138,40263.81138,3.536186068,30766.18668,392.0585064,740.8979451,86.91145998
Surin,68,2021,86,1375749,92.56562816,24651.61261,24454.61261,9.141044899,27598.20571,296.7562239,431.3103812,18.91506953
Tak,69,2021,85,544261,36.61995128,39026.74145,38829.74145,20.66288149,25543.01093,144.758541,186.7420464,28.77888102
Trang,70,2021,45,638773,42.9790783,13337.77173,13140.77173,12.33725752,14369.70622,299.3376084,258.9446407,53.01495635
Trat,71,2021,21,218893,14.72795404,20237.10397,20040.10397,8.917830739,23156.27988,150.367679,123.2333911,7.372817368
Ubon Ratchathani,72,2021,110,1859494,125.1138327,19400.89563,19203.89563,11.48335943,12095.98379,298.1025115,652.9995278,37.55854733
Udon Thani,73,2021,164,1559860,104.9533169,25454.97746,25257.97746,6.71236037,30506.271,171.7999212,371.3603458,34.1481205
Uthai Thani,74,2021,19,325025,21.86891889,23302.91004,23105.91004,3.962674113,23866.78137,77.16345691,71.66396167,6.758569826
